family,size,dataset,lr,beta,dpo_step,elapsed_time_sec,ARC-C,GPQA,GSM8K,HellaSwag,PIQA,TruthfulQA,IFEval,Arena-Hard,MT-Bench,AlpacaEval,ELO
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,288,7578.1,70.13651877133105,39.39393939393939,81.34950720242608,79.00816570404302,78.29162132752992,58.29268949181293,86.22892813290957,49.599999999999994,62.091503267973856,15.20520424450508,1070.3718068908026
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,336,8841.1,69.7098976109215,39.39393939393939,81.88021228203183,79.07787293367855,77.9651795429815,58.638683788046905,87.11319299458769,52.133333333333326,70.26143790849673,14.862024280193662,1080.1587953907879
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,384,10104.2,69.96587030716724,39.8989898989899,82.4109173616376,79.18741286596295,78.34602829162132,58.827682812579184,87.55407873331649,50.099999999999994,64.28571428571429,16.053225772673585,1038.598551210199
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,432,11367.2,69.88054607508532,40.4040404040404,82.78999241849885,79.06791475801633,78.12840043525571,58.785572763774674,87.05074757199786,48.0,59.210526315789465,15.858940690937548,1057.2611856942567
qwen3,8b,ultrafeedback_binarized,2e-06,0.04,478,12577.6,69.96587030716724,39.39393939393939,81.50113722517058,78.96833300139414,78.0739934711643,58.75198898226902,86.88463277437201,52.666666666666664,64.05228758169935,15.298063896076522,1057.265315411718
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,48,1252.7,67.4914675767918,37.37373737373738,78.99924184988627,78.72933678550089,78.12840043525571,54.96300471213982,85.21101787701078,44.63333333333333,50.65359477124183,10.255135559617456,1006.8620441716164
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,96,2505.4,68.08873720136519,35.858585858585855,81.72858225928734,78.8886675960964,77.6931447225245,56.9273863467571,86.1714694787608,40.7,55.88235294117647,11.698413970387394,1052.0801349716414
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,144,3758.1,69.45392491467577,37.37373737373738,83.62395754359363,79.3766182035451,77.85636561479869,59.91885737863751,85.4857888181137,44.33333333333333,53.0,13.234392351088452,1030.8692406808636
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,192,5010.8,69.88054607508532,39.8989898989899,84.4579226686884,79.47619996016729,77.52992383025027,61.60310346201694,86.52242715993565,43.5,61.564625850340136,14.1934436851077,1064.165197826315
qwen3,8b,ultrafeedback_binarized,4e-06,0.01,240,6263.5,70.73378839590444,39.39393939393939,85.97422289613344,79.27703644692292,77.36670293797606,62.33561404260198,86.48995775653046,43.86666666666666,52.94117647058824,12.083738703698716,1054.977453784451
